web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
1549151201-2598,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@LeilaniMunter,Leilani Münter,My .02 @AnneJacksonPhD @kathyfreston How A Plant Based Diet Can Save America http://huff.to/kx8Qti written by 2 Doctors #vegan #vegetarian,,14,1,1.3055E+12,5/16/2011 4:17,/LeilaniMunter/status/69896715905409024
1549151201-1807,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@peta,PETA,"#PETA: Go #vegan, Mars! http://bit.ly/n8B8ym via @newser:",1,10,1,1.31299E+12,8/10/2011 19:56,/peta/status/101298451173744640
1549151201-3688,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@kulpreetsingh,kulpreet singh,List of unrefined sweeteners: http://bit.ly/eqSxJd #wikipedia #vegan #vegetarian,,1,1,1.29392E+12,1/2/2011 3:14,/kulpreetsingh/status/21320862435115009
1549151201-802,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@WholeFoods,Whole Foods Market,This one's positively nutty! (in a delicious way) BAKED EGGPLANT W/ NUTTY BULGAR STUFFING: http://cot.ag/rG5Mpe  #Vegan #DairyFree #WFMdish,2,10,9,1.32086E+12,11/10/2011 0:00,/WholeFoods/status/134336957001105409
1549151201-1414,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@VegNews,VegNews Magazine,Need something sweet to kick of the weekend? Check out @peta's rad new #vegan baking substitution infographic! http://veg.gy/rhT2V,,4,2,1.31619E+12,9/16/2011 22:11,/VegNews/status/114740676863852544
1549151201-1327,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@lunchboxbunch,Kathy Patalsky,Fall breakfast. Pumpkin Spice Swirl Cream of Wheat: http://bit.ly/cytDMG  #vegan,2,,3,1.31697E+12,9/25/2011 22:24,/lunchboxbunch/status/118005378683375616
1549151201-2519,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@Veganism,Veganism,The best way to be a real man is to stand up for the weak and the exploited. Eating meat and dairy is the opposite. Go #vegan.,,33,12,1.30621E+12,5/24/2011 9:37,/Veganism/status/72876446946828290
1549151201-3241,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@VeganMudblood,Chelsea,"Call PETA and ask them why they kill 2,000+ healthy, adoptable dogs and cats every year, especially with $30m budget. #PETA #animals #vegan",,8,,1.2992E+12,3/4/2011 5:27,/VeganMudblood/status/43460135217135616
1549151201-1727,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@matmcdermott,Mat McDermott,Alligator fat biodiesel (!) Just because we can doesn't mean we should http://bit.ly/pifcHD  #biofuels #vegan #vegetarian,,4,,1.31361E+12,8/18/2011 0:04,/matmcdermott/status/103897413206540288
1549151201-1690,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@FloreVegan,Flore Vegan Cafe,[RECIPE] Blackberry Cherry Salsa : http://ow.ly/68CzL #Vegan,,2,2,1.31393E+12,8/21/2011 18:55,/FloreVegan/status/105269184027557888
1549151201-1048,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@redbull,Red Bull,Beware of the #vegan zombie. He wants to eat your graaaain.,7,171,15,1.31913E+12,10/20/2011 21:31,/redbull/status/127051868030504960
1549151201-906,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@veganfuture,Vegan Future,Try a new #vegan recipe on #worldveganday. Here are some recipe booklets for inspiration http://tinyurl.com/3lsfgb7,,9,1,1.32014E+12,11/1/2011 16:06,/veganfuture/status/131318596302405633
1549151201-1698,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@JasonShoultz,Jason Shoultz,Attention #vegan activists: Tape does not stick to butter. That is all. http://ow.ly/67UQz #iowastatefair,,5,,1.31379E+12,8/20/2011 2:22,/JasonShoultz/status/104657091519725568
1549151201-2956,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@OxbloodRuffin,Oxblood Ruffin 3.0,Chinese Restaurant Chicken (picture) http://www.collegehumor.com/picture/6461251/chinese-restaurant-chicken … *snort* #vegan,,1,2,1.3021E+12,4/6/2011 20:39,/OxbloodRuffin/status/55648293799211008
1549151201-2765,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@OneGreenPlanet,One Green Planet,What does a #vegan athlete eat all day? http://bit.ly/eGGBVL,,1,1,1.30376E+12,4/26/2011 2:09,/OneGreenPlanet/status/62616756308545536
1549151201-1347,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@VeganCapitalist,Vegan Capitalist,U.S. consumers will pay more for meat and eggs this year. http://bloom.bg/qxRuZd . Go #vegan or go broke. #inflation,1,26,1,1.31679E+12,9/23/2011 20:46,/VeganCapitalist/status/117256105536663553
1549151201-435,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@windsorarms,Windsor Arms Hotel,There are a handful of tickets available at the door for tonight's #organic #beer & #vegan dinner - just let me know if you are coming,,4,,1.32319E+12,12/6/2011 22:40,/windsorarms/status/144101320360591360
1549151201-2933,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@tomookamura,???,???????????????????????????????????? ???????????????????????????????????? http://shindanmaker.com/107339,,,,1.30223E+12,4/8/2011 9:15,/tomookamura/status/56200924707831808
1549151201-1248,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@StrayCat_SCA,Stray Cat Alliance,http://bit.ly/qyOoRO   #vegan bake sale in #Los Angeles. Yum Yum Yum. Help us spay/neuter homeless kitties by eating cookies and other things,,4,,1.31758E+12,10/2/2011 23:12,/StrayCat_SCA/status/120554168007135232
1549151201-2874,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@elanaspantry,elana's pantry,YUM! Chocolate Peanut Butter Fudge #vegan #glutenfree #xylitol #recipe http://www.elanaspantry.com/chocolate-peanut-butter-fudge/,,3,2,1.30282E+12,4/15/2011 2:40,/elanaspantry/status/58638353549111296
1549151201-1477,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@YourDailyVegan,Your Daily Vegan,Because sometimes I feel bad for the bugs ->The Insects Among Us http://bit.ly/rh6OaH  #vegan,1,3,1,1.31578E+12,9/12/2011 5:13,/YourDailyVegan/status/113035049426890752
1549151201-3455,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@jillianWEGL,Jillian,See @farmerhaley's post about considering going #vegan for a week after watching #Oprah today. http://ow.ly/3OqFF Interesting perspective!,,22,3,1.29663E+12,2/2/2011 12:30,/jillianWEGL/status/32694725353938945
1549151201-527,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@VegNews,VegNews Magazine,So do we! RT @Veganmainstream Hope to find this #vegan Marshmallow Truffle Bar in my stocking this year! http://veg.gy/DHiPD,1,1,1,1.32259E+12,11/30/2011 0:01,/VegNews/status/141585102424645632
1549151201-1983,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@veganfusion,Vegan Fusion,RT @yummyplants Did you know #quinoa is only grain that's a complete protein? Recipe for quinoa pilaf! http://tinyurl.com/436jddv  #vegan,1,5,1,1.31138E+12,7/23/2011 6:34,/veganfusion/status/94573518175477760
1549151201-923,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@CayesAVegan,RainbowBrite ?,"Trying to promote my small, #vegan business page on Facebook. Help a girl out? www.facebook.com/veganamillionmilesaway",,4,,1.32003E+12,10/31/2011 8:34,/CayesAVegan/status/130842589791391744
1549151201-1627,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@lulusdotcom,Lulus,"Tweet about our shoes or bags, at the end include @lulusdotcom and the hashtag #vegan to enter to win $150! #win #contest",7,4,,1.31448E+12,8/28/2011 2:36,/lulusdotcom/status/107559678304727040
1549151201-2081,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@alexaclark,Alexa Clark,We reserved 2 tix for Sat's Contemporary #Vegan dinner for our first contest!  Enter here: http://on.fb.me/pgpv3u #veganpickle,,1,,1.3104E+12,7/11/2011 20:39,/alexaclark/status/90437634639396864
1549151201-3435,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@epicurious,epicurious,"In need of #vegan #chocolates for Valentine's? We can recommend 3: Nicobella@vegantruffles, Sjaak's,& RoseCityChocolatier http://ow.ly/3QF0Q",,6,2,1.29686E+12,2/5/2011 4:21,/epicurious/status/33658984460189696
1549151201-421,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@wtfveganfood,Kristin,Very good. RT @onegreenplanet: 3 Good Reasons To Stay Vegan (that only vegans know about!) http://ow.ly/7Qc0h  #vegan,,2,1,1.32328E+12,12/8/2011 0:10,/wtfveganfood/status/144486377571098624
1549151201-3377,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@vegandietplan,Vegan Diet Plan,Benefits of Going Vegan http://su.pr/1rBXiW #vegan,,3,1,1.29759E+12,2/13/2011 16:18,/vegandietplan/status/36738383908847616
1549151201-1726,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@peta2,peta2,Every1 is entitled 2 indulge their sweet tooth so b sure 2 reach 4 the #vegan candy listed here when in the candy aisle: http://ht.ly/65SfI,1,6,2,1.31361E+12,8/18/2011 2:19,/peta2/status/103931550416121857
1549151201-889,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@vegan_patty,Patty Heideman,"Being vegan isn't about what you eat. It's about embracing justice, non-violence, and compassion for all sentient beings. #vegan",,9,2,1.32024E+12,11/2/2011 18:35,/vegan_patty/status/131718558567768064
1549151201-2929,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@Earth_Balance,Earth Balance,"You'll love this recipe from @AlmostVeganChef for White Chocolate Peanut Butter Blondies! http://bit.ly/hcBKiW
#vegan",,1,2,1.30228E+12,4/8/2011 21:16,/Earth_Balance/status/56382502226493440
1549151201-720,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@BlissfulandFit,Christy Morgan,RT @thevegguy: Texas Chili http://ht.ly/7kQdV  #vegan #recipes,,1,2,1.32138E+12,11/16/2011 0:00,/BlissfulandFit/status/136511283305521153
1549151201-3370,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@veganscore,Seattle Vegan Score,Have you heard of @nollies and their #vegan gluten-free lasagna? South Lake Union! http://ow.ly/3WdYq #Seattle #veganeverywhere,,1,1,1.29771E+12,2/15/2011 0:26,/veganscore/status/37223637031325696
1549151201-2025,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@RoninSohei,Trash Buddha,I’m an anarchist because I don't believe in superiority and I'm #vegan because I don’t believe in inferiority either. http://on.fb.me/orW6Kw,,5,4,1.31099E+12,7/18/2011 17:58,/RoninSohei/status/92933842326913025
1549151201-777,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@thefullhelping,Gena Hamshaw,Fantastic new recipe for a sweet raw cracker: raw cocoa (or cacao) crackers! http://bit.ly/tsMeXJ  #vegan #rawfood #RAW,1,1,1,1.32098E+12,11/11/2011 9:41,/thefullhelping/status/134845568970264577
1549151201-3024,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@OneGreenPlanet,One Green Planet,ENJOY @MarthaStewart's #vegan show! Studio Audience: @ourhenhouse @meganrascal & Guests: @biz @kathyfreston @genebaur http://bit.ly/gsr9Iw,,2,,1.30145E+12,3/30/2011 7:32,/OneGreenPlanet/status/52913518491611136
1549151201-1188,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@CathyGreenall,Catherine Greenall,"Wok-Fried Tofu, Vegetables & Cashews in Black Bean & Chilli Sauce & Rice
#Vegan #Organic http://fb.me/1eHXMNaea",,1,1,1.318E+12,10/7/2011 20:38,/CathyGreenall/status/122327431133675520
1549151201-2926,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@So_Delicious,So Delicious,Delicious Tropical Paradise Smoothie #recipe to live for from @blendhappy! http://blendhappy.com/recipe/tropical-paradise/ #dairyfree #vegan,,1,1,1.30228E+12,4/8/2011 23:01,/So_Delicious/status/56408816853581824
1549151201-1768,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@LoPelYr,LoPelYr,Jennifer Lopez: Stop Using and Wearing Fur http://www.change.org/petitions/jennifer-lopez-stop-using-and-wearing-fur?share_id=OfEjotKXiX&utm_source=share_petition&utm_medium=twitter … via @change  >> #anipals #vegan,,9,1,1.31328E+12,8/14/2011 4:24,/LoPelYr/status/102513311735758848
1549151201-3467,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@JeffFowle,Jeff Fowle,Replacing REAL food w/ fake processed food is a smart move in which reality?  #askafarmer #oprah #vegan #agchat,,8,,1.2966E+12,2/2/2011 3:20,/JeffFowle/status/32556344082964480
1549151201-585,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@Bry_Wri,Bryan,Today is a good day to be #Vegan,2,12,1,1.32216E+12,11/25/2011 0:12,/Bry_Wri/status/139775850273976322
1549151201-1851,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@Ash_Palmer,Ash Palmer,#vegan pizza and chop chop salad at hard times in Silverlake! http://instagr.am/p/JVma4/,,7,4,1.31249E+12,8/5/2011 0:54,/Ash_Palmer/status/99199119721115648
1549151201-3656,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@Brazil_nut,Andréa Machado,"Since they're replacing Huck Finn's words, how about using ""dead animal"" every time it says ""steak"" or ""barbecue""? #vegan",,4,,1.29434E+12,1/6/2011 23:43,/Brazil_nut/status/23079838004813824
1549151201-2399,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@GoVeganRadio,GO VEGAN RADIO,"Bob Linden: ""Meat & Dairy will kill your family and the planet long before #AlQaeda, #Monsanto, #GMOs, #OilCos etc ever will."" #VEGAN",,4,,1.3073E+12,6/6/2011 1:32,/GoVeganRadio/status/77465339318906881
1549151201-392,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@ALLCAPSVEGAN,ALLCAPSVEGAN,"WHY DON'T I WANT TO SIT WITH YOU AND HEAR ABOUT HOW MUCH YOU LOVE BACON? BECAUSE FUCK YOU, THAT'S WHY. #VEGAN",4,10,5,1.32345E+12,12/9/2011 23:24,/ALLCAPSVEGAN/status/145199729008054274
1549151201-2639,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@vegjennifer,Jennifer Kent,Giveaway on my blog--one of my fave #vegan #cookbooks: The @HappyHerbivore Cookbook! http://veggieburgher.blogspot.com/2011/05/giveaway-happy-herbivore-cookbook.html?spref=tw …,,2,,1.30506E+12,5/11/2011 1:31,/vegjennifer/status/68042936708894721
1549151201-1263,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@AlmondJoy022,Ellie ?,@earthactivists You are not wasting your time. Your tweets are daily reminders of why I'm #vegan and why I always will be xo,,2,1,1.31748E+12,10/1/2011 20:06,/AlmondJoy022/status/120144950296985600
1549151201-1966,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@cestlavegan,Kim Garr,#vegan Popeyes Biscuits! http://wp.me/ptfxw-27J,,2,1,1.31162E+12,7/25/2011 23:49,/cestlavegan/status/95558756431171584
1549151201-3462,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@Veganism,Veganism,Cocaine and alcohol affect thinking. Everything we consume does. We think what we eat. Stop eating terror & torture. Go #vegan.,,6,2,1.2966E+12,2/2/2011 4:59,/Veganism/status/32581279161516032
1549151201-1839,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@WholeFoods,Whole Foods Market,"Here's a GREAT VEGAN RECIPE for you taco lovers! MUSHROOM, CHARD & CARAMELIZED ONION TACOS: http://cot.ag/p1zcxd #Vegan",6,38,25,1.31257E+12,8/6/2011 1:30,/WholeFoods/status/99570374425063424
1549151201-530,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@peta,PETA,Good luck to #vegan @WWE Superstar @WWEDanielBryan in his World Heavyweight Champ match tonight!,1,23,1,1.32258E+12,11/29/2011 21:19,/peta/status/141544423581417472
1549151201-1126,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@ChefFelisha,Felisha Wild,Here is for all of my #Vegan tweeps for Halloween. :-)  http://twitpic.com/6zhvym,,3,2,1.31847E+12,10/13/2011 8:01,/ChefFelisha/status/124311367980302336
1549151201-1792,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@chefPriyanka,chefPriyanka,@peta #vegan #breakfast idea (just sub in Soy/Almond Milk!) Crunchy Eggless French Toast http://chefpriyanka.com/2011/02/28/crunchy-eggless-french-toast/ …,,3,1,1.31308E+12,8/11/2011 21:15,/chefPriyanka/status/101680693926572034
1549151201-2075,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@BerkeleyWell,Berkeley Wellness,"Cacao, Dates, Ground Almond Cookie #dessert - Apricot Orange Banana Cashew #icecream Filling! #rawfood #realfood #vegan http://bit.ly/nzj97W",,1,1,1.3104E+12,7/11/2011 22:25,/BerkeleyWell/status/90464312010866688
1549151201-2086,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@cleaneatscarrie,"Carrie Forrest, MPH in Nutrition",Great healthy snack for kiddos: Homemade #Vegan Fudgsicles! http://bit.ly/pyblxn,1,1,3,1.31034E+12,7/11/2011 4:45,/cleaneatscarrie/status/90197493672976384
1549151201-339,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@AliciaSilv,Alicia Silverstone,Want to win vegan shoes & chocolates http://bit.ly/uiZh9B  from @PureCitizen? Also get 70% off and #freeshipping on all of their #vegan items,2,12,2,1.32388E+12,12/14/2011 22:53,/AliciaSilv/status/147003873872199681
1549151201-3019,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@jerryjamesstone,Jerry James Stone,"#Vegan Stir Fry with Braised Tempeh, Broccoli, and Red Bell Pepper  http://su.pr/2uYPT9 #recipe #foodie",,4,,1.30151E+12,3/31/2011 1:22,/jerryjamesstone/status/53182781156634624
1549151201-2673,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@VegNews,VegNews Magazine,GO! RT @kathyfreston @ForksOverKnives opens LA & NYC this wknd & nationwide nxt wk! Make the #vegan diet a phenomenon! http://tiny.cc/w3u1u,,7,,1.30464E+12,5/6/2011 5:54,/VegNews/status/66297239345172481
1549151201-819,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@joyoushealth,Joy McCarthy,"Afternoon powersnack - quinoa cookies. New joyous post, new joyous recipe! http://ow.ly/7l6Tb  #glutenfree #vegan",,1,2,1.32078E+12,11/9/2011 0:45,/joyoushealth/status/133985954703745024
1549151201-3552,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@vegangoodthings,Leinana Two Moons,More #vegan love! #FF @urban_housewife @theurbanvegan @LindsEBrown @VeganFuel @Brazil_nut @CupcakeKitteh @onegreenplanet @CrabbyVegan,,4,,1.29563E+12,1/21/2011 22:47,/vegangoodthings/status/28501488317767680
1549151201-1906,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@peta2,peta2,Who wants a slice of some tasty-ass #vegan Cookies and Cream Cheesecake? http://ht.ly/5QKuM,1,6,4,1.31197E+12,7/30/2011 1:13,/peta2/status/97029611241738241
1549151201-1475,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@vegandietplan,Vegan Diet Plan,Benefits of Going Vegan http://su.pr/1rBXiW  #vegan,,1,1,1.3158E+12,9/12/2011 8:24,/vegandietplan/status/113083003185541121
1549151201-3098,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@crunchyliving,rawbellion,RT @crunchyliving ••• Choosing our winner Friday! Another @wholefoods GC #giveaway beginning after so keep RTing! #contest #vegan,,64,,1.30073E+12,3/21/2011 23:15,/crunchyliving/status/49889267501109248
1549151201-3013,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@peta,PETA,Which #vegan wedge will u b working it in? Maybe the @jcshoes? Or the leopard wedges from @FilthyMagic? U tell us! http://ht.ly/4qsb7,,5,,1.30159E+12,3/31/2011 21:31,/peta/status/53486974073438209
1549151201-381,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@vegansalt,krystina,"#Vegan friends already know; if you question why laws protect the bodies of some species, but call others property, #YouMightBeATerrorist",,1,3,1.32356E+12,12/11/2011 5:17,/vegansalt/status/145650950135226368
1549151201-1332,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@OneGreenPlanet,One Green Planet,"Recipe: Crostini Topped with Creamy Macadamia “Cheese” Spread, Fresh Curried Fig and Golden Grape Tomato... http://bit.ly/o91Huk  #vegan",,3,2,1.31693E+12,9/25/2011 12:03,/OneGreenPlanet/status/117849248292278272
1549151201-192,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@PCRM,Physicians Committee,Make your 21-Day #Vegan Kickstart resolution today: http://ow.ly/8c21p,2,16,3,1.32508E+12,12/28/2011 19:19,/PCRM/status/152023408404742144
1549151201-704,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@WholeFoods,Whole Foods Market,"What do you think of this? MUSHROOM, RADISH & HEARTS OF PALM SKEWERS: http://cot.ag/thwIkV  #Vegan #GlutenFree #WFMdish",6,6,7,1.32147E+12,11/17/2011 1:30,/WholeFoods/status/136896318391070720
1549151201-3541,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@VerdeHopewell,Verde,Only 3 restaurants have #vegan options for #TRW. Excited to eat @MarketRaleigh @IrregardlessNC & Remedy Diner for Triangle Restaurant Week!,,4,,1.2958E+12,1/23/2011 22:02,/VerdeHopewell/status/29214903638167552
1549151201-3283,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@POPSUGARFitness,POPSUGAR Fitness,A healthy #vegan #glutenfree layered dip for @theacademy awards:  http://fitsu.gr/14458553,,3,3,1.29872E+12,2/26/2011 16:45,/POPSUGARFitness/status/41456205893345280
1549151201-739,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@SAVEURMAG,SAVEUR,#Vegetarian? #Vegan? #Gluten-free? Don't worry! We've got #Thanksgiving totally covered for you: http://bit.ly/sVJ7Mj,2,17,4,1.32129E+12,11/14/2011 21:36,/SAVEURMAG/status/136112848119144449
1549151201-2988,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@yoliouiya,Yoli Ouiya,$15 for $30 Worth of Gourmet Vegan Fare at V-Note {NY} http://bit.ly/hGD2qt #vegan,,2,1,1.30184E+12,4/3/2011 18:35,/yoliouiya/status/54529847015378944
1549151201-1182,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@marisa_herrera,Marisa Herrera,This is why I became #VEGAN almost 30 years ago http://youtu.be/R39fQ5pHX_Q,,1,2,1.31805E+12,10/8/2011 10:36,/marisa_herrera/status/122538316116672512
1549151201-1766,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@SharecareInc,Sharecare,Vegan? These are your supplements http://ow.ly/621Gd @ClevelandClinic @EatRight #wellness #diet #vegan,,1,1,1.31329E+12,8/14/2011 7:30,/SharecareInc/status/102560103651229697
1549151201-3041,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@GirlieGirlArmy,Chloé Jo Davis,The 'Passover' section of your local supermarket is a treasure trove of accidentally #vegan treats like dark chocolate covered matzah.,,7,,1.30128E+12,3/28/2011 8:05,/GirlieGirlArmy/status/52197108639477761
1549151201-3005,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@HoneyLaBronx,Honey LaBronx  ?'s  ????,Tweeps! I want to #GetMoreFollowers! Please RT and help a #Vegan #DragQueen #AnimalRights #Activist fight for #GayRights & #MarriageEquality,,4,,1.30161E+12,4/1/2011 3:11,/HoneyLaBronx/status/53572707543031808
1549151201-344,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@OneGreenPlanet,One Green Planet,Gingery Maple Glazed Tempeh on Baby Greens Salad http://ow.ly/7XnQv  #vegan,,1,3,1.32381E+12,12/14/2011 2:15,/OneGreenPlanet/status/146692158097858560
1549151201-1246,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@thefullhelping,Gena Hamshaw,Delicious new salad recipe! Curried carrot and grape slaw with tangy dressing: http://bit.ly/qYlREu  #vegan #rawfood,1,1,1,1.31765E+12,10/3/2011 19:49,/thefullhelping/status/120865526128984065
1549151201-2247,https://twitter.com/search?l=&q=%23vegan%20since%3A2011-01-01%20until%3A2011-12-31&src=typd,@VeganCapitalist,Vegan Capitalist,Why do people equate veganism with religion? http://bit.ly/lru3tA I never understood this. #vegan,7,2,1,1.30861E+12,6/21/2011 5:36,/VeganCapitalist/status/82962508629016576
